Loss Function,Algorithm,Dataset Length,Dataset Width,Subset Length,Computation Time,Loss
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,900,10,10,0.0954072498716414,-89.73390401123433
"Uni-criterion: discreteCoverage, coverage",greedySwap,900,10,10,0.5343540830072016,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,900,10,10,0.07789716706611216,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,900,10,10,0.07698895805515349,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,900,10,10,0.20868920907378197,2.3617318106413756
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,900,10,10,0.03296687500551343,5.770661423663611
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,900,10,10,0.03313741600140929,10.229828271222148
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,900,10,10,0.7344072500709444,-97.74116537861151
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,900,10,10,0.09070100006647408,-93.7533211700523
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,900,10,10,0.08965420885942876,-89.76831207340405
"Uni-criterion: discreteCoverage, coverage",greedySwap,900,10,10,0.515179832931608,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,900,10,10,0.06627475004643202,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,900,10,10,0.07397116697393358,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,900,10,10,0.20794204203411937,2.246091727429737
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,900,10,10,0.03372158296406269,5.675507062896294
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,900,10,10,0.0333553331438452,10.357757022470738
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,900,10,10,0.7306624590419233,-97.48441476481447
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,900,10,10,0.09274466708302498,-94.46142668475046
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,900,10,10,0.0949693750590086,-89.7837995164196
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6106412499211729,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07636933401226997,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.0909635410644114,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.24108029203489423,2.1379070141934267
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03875754214823246,5.9958877341701236
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03801129199564457,10.356742877249115
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.9191690839361399,-97.69626966045585
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10428450000472367,-94.25712871775161
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10619670804589987,-89.72557346149952
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.5850620830897242,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.0784643751103431,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.08699566684663296,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23427920788526535,2.079962642722533
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03692233399488032,5.528475063169546
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03708950011059642,10.277238355973118
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8971644160337746,-97.67871927312704
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.1204369580373168,-94.38595374557481
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10557137499563396,-89.69150452282945
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.7489364999346435,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07606587489135563,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.08212304185144603,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23340924992226064,2.368625595913749
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.037153624929487705,5.398373506814194
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03701795800589025,10.136851015284822
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8786600409075618,-97.63453719517506
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10209566703997552,-95.2922562101908
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.09914720803499222,-89.65786602512036
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6053995830006897,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07505554100498557,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.07474383292719722,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23668216704390943,2.3974407245852185
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03701700014062226,5.280515582570194
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.036617625039070845,10.349338617413029
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8203018340282142,-97.73595365917176
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10237491712905467,-94.12783155170938
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10262170899659395,-89.80569403073403
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.5958687500096858,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07765416707843542,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.07882620906457305,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23324049985967577,2.859516440794098
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03656320902518928,5.94818558403579
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03726720903068781,10.246617927141193
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8195684170350432,-97.46803269213964
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10293000005185604,-95.00791216964498
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10143529204651713,-89.73910798771394
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6402865841519088,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.08399266703054309,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.096464459085837,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23516150005161762,2.7493981501667535
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03766787494532764,4.852009102443709
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03725341707468033,10.214653125617753
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8530768749769777,-96.99740939697124
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10792954196222126,-95.31013403899783
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10349383298307657,-89.71742721108275
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6223744580056518,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.08034941600635648,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.0764145830180496,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23492666613310575,2.545895283623546
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03714712499640882,6.112354247219299
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03735850006341934,10.315421669891403
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8788952499162406,-97.20431069372349
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10662837489508092,-94.45817535184065
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10806279210373759,-89.78725605053897
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6322357091121376,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.08112708292901516,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.08197633316740394,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23549320898018777,2.22592833889999
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03754108306020498,5.372593339623347
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.0370944170281291,10.273673455295542
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8513729579281062,-97.72486128764903
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10452291695401073,-94.8621934314027
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.1085343339946121,-89.73630303881642
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6260961249936372,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.08409970789216459,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.07710849982686341,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23352487501688302,2.940012577678207
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.037205999949947,4.000523828246818
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.037060834001749754,10.266180890651707
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8379212080035359,-97.54539893536456
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10543975001201034,-94.19780124708487
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10611758287996054,-89.76320484648562
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.755505874985829,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.08311925013549626,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.07967808307148516,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.2345583331771195,2.4519785649095716
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03755920799449086,5.847342933399858
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03710845788009465,10.173186384777535
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8869217080064118,-97.59609239788108
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10975154186598957,-94.47429621550737
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.11016833409667015,-89.74355370807423
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6334584169089794,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.08321112510748208,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.08798079122789204,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23526762519031763,1.7323518830992857
"Uni-criterion: discreteCoverage, coverage",greedySwap,500,10,200,50.60505329188891,-2000.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,500,10,200,0.43741683405824006,-2000.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,500,10,200,0.44734583399258554,-2000.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,500,10,200,1.940005207899958,0.08283916374044953
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,500,10,200,0.024114583851769567,0.3072163263625298
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,500,10,200,0.023559499997645617,0.6958770526915139
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.007828500121831894,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0017533751670271158,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0012970417737960815,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.013491708086803555,1.043469976970509
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0016341251321136951,2.086125610616247
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016087910626083612,4.065003705950102
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.021902750013396144,-198.82125187469455
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0022177090868353844,-197.57614424288974
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0022635841742157936,-196.0339030290918
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.007143334019929171,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.001327000092715025,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0012797079980373383,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.013299416983500123,0.8068132696264394
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0016093750018626451,2.0775152585259615
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0015921660233289003,3.8240993542915014
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.02182708401232958,-199.16207850637053
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0022083749063313007,-197.79826952420208
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0022639171220362186,-196.18097025352512
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.007082000141963363,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.001322499942034483,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0012684999965131283,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.01414308394305408,0.9060726067707168
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.001637832960113883,1.3123804057048978
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016394159756600857,4.0796619030999395
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.023231000173836946,-199.25554741746464
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0022779579740017653,-197.74791308165436
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.002250875113531947,-196.0292279800514
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.007241416024044156,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0013459590263664722,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0012893329840153456,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.013722999952733517,0.6720489586090115
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0016564158722758293,2.2698382813888296
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016079158522188663,4.061938006883517
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.023829750018194318,-199.2758725773
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0026552078779786825,-197.82771326832548
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0025229589082300663,-196.10975247308698
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,20,0.007608165964484215,-200.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,20,0.0013857500161975622,-200.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,20,0.0012937500141561031,-200.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,20,0.013606874970719218,1.0369437853120198
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,20,0.0017301670741289854,2.2139286742213633
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,20,0.0016505839303135872,3.9124977491814783
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,20,0.02279933402314782,-199.22827351281325
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,20,0.0026397909969091415,-198.3767460295073
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,20,0.0022980407811701298,-196.0629680948065
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,30,0.008627666858956218,-300.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,30,0.0015047919005155563,-300.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,30,0.001513875089585781,-300.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,30,0.01431008311919868,0.5148231420869123
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,30,0.0017347501125186682,0.9946765418149255
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,30,0.0016406672075390816,2.096888559357791
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,30,0.02599362493492663,-299.4597455664102
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,30,0.0024042909499257803,-298.73946823927736
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,30,0.0023910829331725836,-297.9163749360349
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,30,0.008463250007480383,-300.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,30,0.0014104580041021109,-300.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,30,0.0014097911771386862,-300.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,30,0.01375883398577571,0.44047713421746026
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,50,10,30,0.001678749918937683,1.0813699935548882
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,50,10,30,0.0016485410742461681,1.9753298606960135
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,50,10,30,0.025307375006377697,-299.6183348396389
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,50,10,30,0.0023905420675873756,-298.8979257314915
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,50,10,30,0.002388042164966464,-297.8318454145732
"Uni-criterion: discreteCoverage, coverage",greedySwap,50,10,30,0.008507749997079372,-300.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,50,10,30,0.0014024169649928808,-300.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,50,10,30,0.0014143749140203,-300.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,50,10,30,0.0163010829128325,0.6020266906421141
