Loss Function,Algorithm,Dataset Length,Dataset Width,Subset Length,Computation Time,Loss
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10581891681067646,-95.27991677679647
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.10773037513718009,-89.74942078985508
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6416012090630829,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.0813915419857949,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.08903050003573298,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23858804092742503,2.627582458009154
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03731166594661772,5.558494324353387
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.036657874938100576,10.168153930357288
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,1.0066613329108804,-97.10335289841345
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.11318416683934629,-94.34881482844314
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.11425333307124674,-89.7088294989953
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.6038134580012411,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07530337502248585,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.08296320890076458,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.25120487506501377,2.8349882992380673
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.040258208056911826,5.997520937206029
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03719750000163913,10.2859340254956
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.917145875049755,-97.84349696414561
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.09919216693378985,-94.76288139920254
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.09745662496425211,-89.75700319123969
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.5733547089621425,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07407008297741413,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.07447416614741087,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.23160950001329184,2.3487900954788166
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.03658637497574091,5.4360013627509645
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.036403417121618986,10.14537293707346
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8868620002176613,-97.49196992014372
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.09959062514826655,-95.27555862261998
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.09713645908050239,-89.85376536355568
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.5646390418987721,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07425816706381738,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.08664162503555417,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.22802874981425703,2.3507934667306793
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.036724458914250135,5.301388487665362
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03730108286254108,10.326148839203803
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8936705838423222,-97.43912617264182
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10829279222525656,-94.48209100562157
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.11210370808839798,-89.73704221666308
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.5899500420782715,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.0739156671334058,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.07422341592609882,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.2270722088869661,2.1847132520521315
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.036666749976575375,5.665879424511152
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.036048582987859845,10.32812819850061
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.89514808380045,-97.68267739219463
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.09981512487865984,-95.12191588697362
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.11496000015176833,-89.74655738479237
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,10,10,0.5695689998101443,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,10,10,0.07422708394005895,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,10,10,0.07453287509270012,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,10,10,0.22747295815497637,2.63581055914762
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,10,10,0.037086208118125796,5.825390473203178
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,10,10,0.03629316692240536,10.263219969735324
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,10,10,0.8035345000680536,-97.04587068435762
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,10,10,0.10295779188163579,-94.78686965889369
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,10,10,0.09882754203863442,-89.76671764061133
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,2,10,0.1857401670422405,-20.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,2,10,0.045839625177904963,-20.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,2,10,0.045374999986961484,-20.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,2,10,0.22709574992768466,0.08908739990547376
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,2,10,0.03698254213668406,0.28420052310811084
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,2,10,0.03634979110211134,2.0817480208719443
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,2,10,0.41005283291451633,-19.97079863781579
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,2,10,0.05981599981896579,-19.576911552853435
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,2,10,0.06571587501093745,-17.98493751097782
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,2,10,0.2100645829923451,-20.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,2,10,0.036067582899704576,-20.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,2,10,0.03541741706430912,-20.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,2,10,0.22975033312104642,0.02799106373623239
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,2,10,0.0357568331528455,0.48484971322888404
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,2,10,0.035297665977850556,2.0579425021706457
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,2,10,0.4456579159013927,-19.90580538722625
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,2,10,0.05930462502874434,-19.599666127245342
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,2,10,0.05762404203414917,-17.956764293653183
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,2,10,0.23685474996455014,-20.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,2,10,0.03735062503255904,-20.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,2,10,0.03601166699081659,-20.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,2,10,0.2259084170218557,0.07207915397611853
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,2,10,0.03681745799258351,0.4558420476765366
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,2,10,0.03615366597659886,2.0306622807487784
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,2,10,0.4719420832116157,-19.919298452320987
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,2,10,0.05970241595059633,-19.460364192206598
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,2,10,0.0588064999319613,-17.91806031854014
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,2,10,0.187788707902655,-20.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,2,10,0.035952707985416055,-20.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,2,10,0.03608970809727907,-20.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,2,10,0.22943466599099338,0.02860687751217661
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,2,10,0.035749749979004264,0.5515604454648484
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,2,10,0.035487583139911294,2.036870324425437
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,2,10,0.45395283307880163,-19.953944005059128
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,2,10,0.0597767080180347,-19.604033305541705
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,2,10,0.05936291697435081,-17.975515437166262
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,2,10,0.23655120912007987,-20.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,2,10,0.044624249916523695,-20.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,2,10,0.04506033309735358,-20.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,2,10,0.22608895786106586,0.037243800828222096
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,2,10,0.03700737515464425,0.22297164016373205
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,2,10,0.03686033398844302,2.0542878724898475
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,2,10,0.4079931250307709,-19.95759093753759
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,2,10,0.059355458011850715,-19.62583436304244
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,2,10,0.05877216695807874,-17.971795208779138
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,4,10,0.24929704098030925,-40.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,4,10,0.04413333302363753,-40.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,4,10,0.044153541792184114,-40.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,4,10,0.22794266697019339,0.2426110469526761
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,4,10,0.03667633282020688,1.264541641933937
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,4,10,0.036237499909475446,4.137866907500493
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,4,10,0.4755275829229504,-39.7290150838517
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,4,10,0.06820020917803049,-38.478236082798674
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,4,10,0.06787570891901851,-35.895606499479975
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,4,10,0.3346012921538204,-40.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,4,10,0.04439145792275667,-40.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,4,10,0.04377554217353463,-40.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,4,10,0.23017224995419383,0.31010473113623815
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,4,10,0.036198124988004565,1.6111402688551784
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,4,10,0.035385041031986475,4.082467360924324
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,4,10,0.573271666886285,-39.564283955436665
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,4,10,0.06902400008402765,-38.813764867592
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,4,10,0.06674466701224446,-35.89214255409309
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,4,10,0.3374079999048263,-40.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,4,10,0.05102500016801059,-40.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,4,10,0.052912167040631175,-40.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,4,10,0.22938133403658867,0.46104997807559744
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,4,10,0.036926041124388576,1.3326655815679374
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,4,10,0.03611166588962078,4.093066640727365
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,4,10,0.4793061660602689,-39.44495433137598
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,4,10,0.06777029088698328,-38.6326351802971
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,4,10,0.06696337508037686,-35.89247118734094
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,4,10,0.37663137493655086,-40.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,4,10,0.0443074160721153,-40.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,4,10,0.04384608403779566,-40.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,4,10,0.23076033405959606,0.4247953422849644
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,4,10,0.03682341706007719,1.127972243887502
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,4,10,0.036143792094662786,4.116893734247647
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,4,10,0.5005054580979049,-39.73626692287266
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,4,10,0.06770133296959102,-38.58852322508937
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,4,10,0.06725654192268848,-35.860048988331144
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,4,10,0.34831400006078184,-40.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,4,10,0.04437745804898441,-40.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,4,10,0.043803040869534016,-40.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,4,10,0.23245050013065338,0.4060688219637445
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,4,10,0.03639600006863475,1.5446874194068485
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,4,10,0.036751750158146024,4.0716278360513485
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,4,10,0.5512560419738293,-39.65207950306369
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,4,10,0.06866804207675159,-38.51123913016742
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,4,10,0.06741816713474691,-35.89799675111546
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,6,10,0.32057949993759394,-60.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,6,10,0.054915790911763906,-60.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,6,10,0.053657209035009146,-60.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,6,10,0.23344533308409154,0.6524136839666825
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,6,10,0.03648449992761016,3.1876027692290636
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,6,10,0.0364135829731822,6.088773879125694
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,6,10,0.5397485829889774,-59.12191443004284
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,6,10,0.07768137496896088,-57.25217904638387
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,6,10,0.08512608287855983,-53.8753202058351
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,6,10,0.4003822498489171,-60.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,6,10,0.05520162498578429,-60.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,6,10,0.05122183286584914,-60.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,6,10,0.2263613750692457,1.0850807894253909
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,6,10,0.036764000076800585,2.564052651279769
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,6,10,0.036330125061795115,6.054122776040604
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,6,10,0.5554182499181479,-59.175876431992194
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,6,10,0.07820216682739556,-57.873567416836536
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,6,10,0.07731641712598503,-53.922063075265555
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,6,10,0.3269928749650717,-60.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,6,10,0.05536095891147852,-60.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,6,10,0.054866750026121736,-60.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,6,10,0.22986808302812278,0.5774687982183013
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,6,10,0.036476375069469213,2.5818246801307714
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,6,10,0.036245874827727675,6.098567350138129
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,6,10,0.6383385420776904,-59.241576737695695
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,6,10,0.07689925003796816,-57.344333914744055
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,6,10,0.07747233402915299,-53.90411776455622
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,6,10,0.3833386250771582,-60.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,1000,6,10,0.052438999991863966,-60.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,1000,6,10,0.051743249874562025,-60.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,1000,6,10,0.22994004213251173,1.0385570902844825
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,1000,6,10,0.0364289169665426,2.5234841993062194
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,1000,6,10,0.03633420797996223,6.12325683618083
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,1000,6,10,0.5872220830060542,-59.262230682145244
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,1000,6,10,0.07825191598385572,-57.20632994257192
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,1000,6,10,0.0842944998294115,-53.91550501382454
"Uni-criterion: discreteCoverage, coverage",greedySwap,1000,6,10,0.45299949985928833,-60.0
